subarachnoid hemorrhage____________________________________________________________________________
subarachnoid hemorrhage____________________________________________________________________________
subarachnoidhemorrhage.technique: non-contrast
hcv.______________________________________________________________________________final reportstudy
hep. c
hcv. pt
hcv. pt
hcv please
hcv please
of dysrhythmias
issues with
ulcers, elevated
ulcers, elevated
ulcers and
ulcers, elevated
ulcers, elevated
ulcers and
ulcers, elevated
ulcers, elevated
ulcers and
.conjugated bilirubin
deterioration.cardiology plans
hypoglycemia remains
laryngospasm, bronchial
hypoglycemia.will plan
of this,
pneumonia status
chest pain,
lung cancer
lung cancer
daily, and
ofyour face
fever and
fever and
fever, evaluation
fever and
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________underlying m
pneumonia********************************* cpt
pneumonia********************************* cpt
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________final report
pneumonia______________________________________________________________________________underlying m
pneumonia______________________________________________________________________________final report
of aventral
ventral hernia.
ventral hernia
ventral hernia,
pneumothorax, crepitus
pneumothorax, crepitus
fibroid, eczema,
hep c.
cirrhosis seen
cirrhosis. post
kidney/bladder stones
kidney stones.
calculi,and bladder
calculi,and bladder
thrombosis of
nausea, abdominal
fevers, increasing
dose of
or worsenedclaudication
pneumonia.video oropharyngeal
elsewhere.
elsewhere.
elsewhere.
elsewhere.
utis- hcv:
uti's, hep
tachycardia with
pcp, [**name10
utiswith vre
uti's w/
uti with
utis which
within the
or residual
within the
or residual
within the
or residual
hcv h/o
hcv.reason for
hcv h/o
hep c.procedure:
hcv h/o
hcv.reason for
hcv h/o
hep c.procedure:
hcv please
hcv. please
hcv please
hcv please
hcv. please
hcv please
hcv please
hcv. please
hcv please
hcv please
hcv. please
hcv please
hcv please
hcv. please
hcv please
hcv/rejectionreason for
/rejection.procedure: the
hcv/rejectionreason for
/rejection.procedure: the
hep c
acute hepatitis
acute hepatitis
syptoms of
utis8) tonsillectomycardiac
utis8) tonsillectomydischarge
pnx. pt
.reason for
.reason for
and better
and better
aspiration pneumonia.
aspiration. heart
reactino after
pain, hemodynamic
descending aortic
descending aortic
descending aortic
descending aortic
episode of
with nauseaand
hsv infecction.
hsv infecction.
emesis.reason for
fevers, and
fevers, and
aspergillusinfection.2. ng
of abscess.technique:
of abscess.technique:
of bradycardia
and might
seizure inthe
of fever
pleural effusion\pleuroscopy/chest
pleural effusion\pleuroscopy/chest
of acidosis,
of seizuresoccurred
hemoptysis. due
cellulitisreason for
hyperkalemia.4. gastrointestinal:
.c-v: goal
and severe
now with
with numerous
with numerous
admitted with
admitted with
admitted with
admitted with
admitted with
admitted with
admitted with
aspiration pna.3.
admissions for
air-leak this
non-bilious aspirates.
despite cpap.
uti, overactive
uti.mri of
uti, overactive
uti.mri of
uti, overactive
uti.mri of
antiemetic dolasetron
of her
convulsions. i
of ptxadmitting
of ptx______________________________________________________________________________final
of pneumothorax.ap
of ptxadmitting
of ptx______________________________________________________________________________final
of pneumothorax.ap
pna.admitting diagnosis:
pna.reason for
pna.______________________________________________________________________________final reportindic
pneumonviews: single
pnacreatits or
pnacreatits or
pancreatitis orpseudocyst.technique;
pnacreatits or
pnacreatits or
pancreatitis orpseudocyst.technique;
pnacreatits or
pnacreatits or
pancreatitis orpseudocyst.technique;
hospitalizations, given
confusion/restlessness upon
fevers or
fetaldecelerations required
fetal decelerations
of disease.
episodes of
ruleout recurrent
temp spike,
.his mediastinal
of diarrhea.
. will
and was
.______________________________________________________________________________final reportindicatio
.comparison: [**3411-10-13**].technique:
.(over)date: [**3411-12-19**]
.______________________________________________________________________________final reportindicatio
.comparison: [**3411-10-13**].technique:
.(over)date: [**3411-12-19**]
non-small cellcarcinoma,
nsc careason
nsc careason
nsc ca,
non small
nsc ca,
nsc ca,
of angina
. abdomen
pleural effusions
pleuraleffusions. the
neoplasm or
.
seen. no
impaction withsubsequent
episodes of
pain. k
pain, k
ofthe cancer
bleed.
psbo resolved
partial small
psbo resolved
partial small
psbo resolved
partial small
dvts and
deep venous
mssa ventilator-associated
. plan
episodes of
abdominalpain, and
in the
pericaridal effusions
pericardial effusion
pericardial effusion
ofsignificant pericardial
pericardial and
pleural effusions.
malignant pleural
bilat. effusions.
effusion. micu
pleural effusions
of effusions
bilateralpleural effusionsreason
of effusions
bilateral pleural
of effusions.chest,
ecoli uti
. please
in the
. please
in the
. please
in the
rt sided
rt sidedpleuritic
.4. stable
.4. stable
.4. stable
.______________________________________________________________________________underlying medical
.______________________________________________________________________________final reportct
.comparison made
.______________________________________________________________________________final report(cont)the
.______________________________________________________________________________underlying medical
.______________________________________________________________________________final reportct
.comparison made
.______________________________________________________________________________final report(cont)the
.______________________________________________________________________________underlying medical
.______________________________________________________________________________final reportct
.comparison made
.______________________________________________________________________________final report(cont)the
utis (straight
urinary tract
utis (straight
utis (straight
uti's and
pulm edema
of afib,we
